event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,location,latitude,longitude,fatalities,month_number,month_name,quarter,year_month,day_of_week,week_of_year,is_weekend,conflict_phase,location_type,urban_rural_classification,population_density_level,conflict_intensity_zone,distance_to_border_km,strategic_importance,primary_actor_name,primary_actor_type,primary_actor_affiliation,primary_actor_state_status,secondary_actor_name,secondary_actor_type,secondary_actor_affiliation,secondary_actor_state_status,economic_sector_affected,sector_category,sector_gdp_contribution,sector_employment_size,business_type_damaged,business_size,business_ownership,businesses_affected_count,trade_route_affected,trade_disruption_type,trade_goods_affected,trade_disruption_severity,economic_damage_usd,business_disruption_days,employment_loss_count,agriculture_land_affected_hectares,gdp_impact_local_percentage,affected_age_category,affected_population,children_affected_count,women_affected_count,vulnerable_groups_present,gender_distribution,displacement_type,displacement_duration_category,displacement_destination,displacement_conditions,primary_need_critical,need_urgency,healthcare_access_status,water_access_status,injured_count,displaced_persons,shelters_destroyed_count,humanitarian_aid_required_usd,infrastructure_primary,infrastructure_category,infrastructure_criticality,infrastructure_ownership,damage_severity,damage_type,structural_safety,repair_feasibility,service_disrupted,service_coverage_before,service_backup_exists,population_affected_by_outage,estimated_repair_cost_usd,infrastructure_downtime_days,capacity_loss_percentage,people_without_service_count,org_type_responding,org_mandate_primary,org_capacity_level,org_presence,diplomatic_action_type,diplomatic_level,responding_entity,response_position,media_coverage_type,media_reach_level,media_source_geography,media_framing,aid_orgs_responding_count,foreign_aid_pledged_usd,foreign_aid_delivered_usd,response_time_hours,media_coverage_score,conflict_type_legal,conflict_symmetry,conflict_intensity,international_law_framework,target_classification,weapon_method_primary,civilian_harm_circumstance,law_of_war_concern,combatant_casualties,civilian_casualties
CountryE4,2024-10-13,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Civilian Group 1506,Actor 2545,Civilians,External/Other forces-Civilians,Country E,Region7,City68,33.1906,35.3106,2,10,October,4,24-Oct,Sunday,41,0,Country E Escalation 2024,Town,Suburban,Medium,Active Combat Zone,9,Medium,Military Group 3465,State Military,Independent,State Actor,Civilian Group 1506,Civilians,Independent,Civilians,Services,Tertiary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,31998920,365,5000,0,5.0,Children 0-12,96954,39013,47675,Pregnant,Balanced,Evacuated,Temporary <7d,Relatives Home,Unsafe,Medical Care,Urgent <24h,No Access,Unsafe Water Only,16,49898,200,8072541,Road,Transportation,Medium Priority,Mixed,Minor <25%,Equipment Destruction,Safe/Operational,Quick Repair <1mo,Transportation,Full 90-100%,Temporary Alternative,1000-5000,44536990,7,7,3545,Red Cross/Crescent,Shelter/Housing,Large Global,Remote Coordination,Statement Only,Bilateral Country,EU,Pro-Country D/Country E,Social Media Viral,Global Widespread,Middle East Media,Sympathetic to Victims,11,7650455,4622790,19,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,2
CountryE5,2024-11-25,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region2,City72,33.9207,36.0842,0,11,November,4,24-Nov,Monday,48,0,Country E Escalation 2024,Town,Suburban,Medium,Active Combat Zone,32,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Services,Tertiary,Major >20%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,45,Sea Port,Border Closure,Construction Materials,Complete Halt,9150758,365,813,0,5.0,Children 0-12,59754,20117,31567,Chronic Illness,Balanced,Evacuated,Long-term >6mo,UNRWA Shelter,Critical/Dire,Clean Water,Moderate <7d,No Access,No Water Access,0,15877,200,6430673,Road,Transportation,Medium Priority,Mixed,Severe 50-75%,Fire Damage,Unsafe-Evacuated,Reconstruction >6mo,Transportation,Full 90-100%,Partial Backup,1000-5000,70332278,55,67,3111,UN Agency,Protection/Rights,Large Global,Pre-existing,No Action,Bilateral Country,UN,Pro-Country D/Country E,Social Media Viral,Global Widespread,Global Mixed,Sympathetic to Victims,2,2180761,1094726,6,9,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Airstrike/Bombs,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE6,2024-12-08,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Military Group 3465,Unknown,External/Other forces,Civilian Group 1506,Actor 1823,Civilians,External/Other forces-Civilians,Country E,Region1,City28,33.2842,35.6564,0,12,December,4,24-Dec,Sunday,49,0,Country E Escalation 2024,Town,Suburban,High,Active Combat Zone,34,Low,Military Group 3465,State Military,Independent,State Actor,Civilian Group 1506,Civilians,Independent,Civilians,Trade,Tertiary,Minor <5%,Small <1k,Retail Shop,Micro <5 emp,Corporate,277,Country E-Country A,Checkpoint Closure,Food/Agriculture,Minor,17346009,365,5000,0,5.0,Mixed All Ages,41580,16313,21795,Multiple,Predominantly Female,Evacuated,Long-term >6mo,Tent Camp,Unsafe,Food,High Priority <72h,No Access,Intermittent,0,8232,86,17166588,Road,Transportation,Medium Priority,Mixed,Major 75-95%,Structural Collapse,Partially Collapsed,Reconstruction >6mo,Transportation,High 70-90%,Temporary Alternative,1000-5000,91289882,227,91,1049,Red Cross/Crescent,Emergency Medical,Large Global,Scaling Up,Resolution Vote,Regional Bloc,EU,Neutral/Balanced,International Mainstream,Global Limited,Global Mixed,Sympathetic to Victims,8,4215598,3438999,31,6,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Arson,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryE7,2024-09-19,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region7,City67,33.4445,35.567,0,9,September,3,24-Sep,Thursday,38,0,Major Conflict 2023-2024,Town,Suburban,Medium,Active Combat Zone,55,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Construction,Secondary,Medium 5-20%,Small <1k,Market,Micro <5 emp,Family-owned,321,Country E-Country A,Border Closure,Construction Materials,Minor,30359485,365,5000,0,5.0,Mixed All Ages,80053,30670,41179,Multiple,Predominantly Female,Evacuated,Temporary <7d,Relatives Home,Minimal Services,Food,High Priority <72h,Partial Access,No Water Access,0,17006,200,1336307,Residential,Residential,Non-Critical,Community,Major 75-95%,Fire Damage,Partially Collapsed,Reconstruction >6mo,Multiple Services,High 70-90%,Partial Backup,5000-20000,117338897,209,91,6934,Local NGO,Protection/Rights,Small Local,Pre-existing,Condemnation,Regional Bloc,EU,Neutral/Balanced,Social Media Viral,Global Widespread,Middle East Media,Humanitarian Focus,2,7015043,5046966,7,8,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Rockets/Missiles,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE8,2024-09-02,2024,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3465,Unknown,External/Other forces,Civilian Group 1506,Actor 1906,Civilians,External/Other forces-Civilians,Country E,Region7,City23,33.127,35.1293,0,9,September,3,24-Sep,Monday,36,0,Major Conflict 2023-2024,Town,Suburban,Medium,Active Combat Zone,78,Low,Military Group 3465,State Military,Independent,State Actor,Civilian Group 1506,Civilians,Independent,Civilians,Agriculture,Primary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,21970095,171,4683,1000,5.0,Adults 19-60,14819,4766,7941,Multiple,Predominantly Female,Internally Displaced-IDP,Permanent,UNRWA Shelter,Critical/Dire,Medical Care,Urgent <24h,No Access,Intermittent,0,23772,200,14729627,Residential,Residential,Non-Critical,Community,Destroyed 95-100%,Equipment Destruction,Fully Collapsed/Demolished,Beyond Repair/Replacement,Multiple Services,Full 90-100%,Yes Full Backup,5000-20000,92688201,658,100,6966,Intl NGO,Shelter/Housing,Small Local,Pre-existing,Resolution Vote,UN General Assembly,UN,Ceasefire Call,International Mainstream,Global Limited,Middle East Media,Sympathetic to Victims,3,1323571,834192,23,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Artillery/Mortars,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryE9,2024-09-27,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Civilian Group 1506,Unknown,Civilians,External/Other forces-Civilians,Country E,Region1,City20,33.3475,35.7492,10,9,September,3,24-Sep,Friday,39,1,Major Conflict 2023-2024,Town,Suburban,High,Active Combat Zone,18,Low,Military Group 3465,State Military,Independent,State Actor,Civilian Group 1506,Civilians,Independent,Civilians,Construction,Secondary,Major >20%,Small <1k,Workshop,Micro <5 emp,Corporate,109,Country E-Country A,Road Destruction,Fuel/Energy,Moderate,29164759,365,4732,0,5.0,Mixed All Ages,91275,31053,45103,Pregnant,Balanced,Refugee External,Medium-term 1-6mo,Relatives Home,Unsafe,Medical Care,Urgent <24h,Partial Access,Intermittent,85,50000,200,12576900,Residential,Residential,Non-Critical,Community,Severe 50-75%,Shelling Damage,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,High 70-90%,No Backup,1000-5000,323695044,166,51,4683,Local NGO,Emergency Medical,Large Global,Pre-existing,Investigation Launched,Regional Bloc,Arab League,Pro-Country D/Country E,International Mainstream,Global Widespread,Social Media,Humanitarian Focus,0,0,0,0,9,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Clear War Crime Indicator,0,10
CountryE10,2024-09-24,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region1,City69,33.2003,35.4327,0,9,September,3,24-Sep,Tuesday,39,0,Major Conflict 2023-2024,Town,Suburban,High,Active Combat Zone,96,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Trade,Tertiary,Minor <5%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,28201878,365,649,0,5.0,Elderly 60+,59008,20163,28164,Multiple,Balanced,Evacuated,Short-term <1mo,UNRWA Shelter,Overcrowded,Multiple Critical,Urgent <24h,Partial Access,Intermittent,0,23107,200,4846124,Residential,Residential,Non-Critical,Community,Major 75-95%,Looting/Vandalism,Partially Collapsed,Reconstruction >6mo,Multiple Services,Low <40%,Temporary Alternative,20000-50000,106689501,248,84,35289,UN Agency,Emergency Medical,Large Global,Scaling Up,Statement Only,Regional Bloc,Arab League,Ceasefire Call,International Mainstream,Global Widespread,Global Mixed,Humanitarian Focus,2,10269747,6415504,27,7,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE11,2024-10-29,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region7,City39,33.1235,35.2358,0,10,October,4,24-Oct,Tuesday,44,0,Country E Escalation 2024,Town,Suburban,High,Active Combat Zone,42,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,6850837,365,3399,0,5.0,Adults 19-60,22546,9001,10301,Chronic Illness,Balanced,Trapped Unable to Leave,Long-term >6mo,UNRWA Shelter,Minimal Services,Food,Moderate <7d,Full Access,No Water Access,0,19131,200,1107801,Hospital,Healthcare,Critical Life-Support,Government,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Healthcare,High 70-90%,Temporary Alternative,20000-50000,163272776,197,82,36079,Intl NGO,WASH,Medium Regional,Deployed for Event,Condemnation,UN Security Council,Individual Nation,Ceasefire Call,Social Media Viral,Global Limited,Middle East Media,Humanitarian Focus,5,8489684,7252771,34,7,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE12,2024-09-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region1,City31,33.2947,35.4278,0,9,September,3,24-Sep,Saturday,38,1,Major Conflict 2023-2024,Town,Suburban,Medium,Active Combat Zone,102,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Trade,Tertiary,Medium 5-20%,Small <1k,Market,Small 5-50,Family-owned,111,Country E-Country A,Road Destruction,Consumer Goods,Moderate,37391294,365,5000,0,5.0,Mixed All Ages,31837,10399,17443,Refugees,Predominantly Male,Internally Displaced-IDP,Long-term >6mo,School Building,Critical/Dire,Multiple Critical,High Priority <72h,No Access,Intermittent,0,50000,55,16802314,UN Facility,International Org,High Priority,UN/International,Severe 50-75%,Equipment Destruction,Unsafe-Evacuated,Reconstruction >6mo,Transportation,Full 90-100%,No Backup,1000-5000,195394461,162,65,2112,Red Cross/Crescent,Food Security,Large Global,Pre-existing,Condemnation,UN Security Council,UN,Pro-Country D/Country E,Social Media Viral,Global Widespread,Middle East Media,Humanitarian Focus,8,3351958,2587390,23,10,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Rockets/Missiles,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE13,2024-11-08,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region1,City53,33.3603,35.5911,0,11,November,4,24-Nov,Friday,45,1,Country E Escalation 2024,Town,Suburban,High,Active Combat Zone,6,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Construction,Secondary,Medium 5-20%,Small <1k,Retail Shop,Small 5-50,Family-owned,127,Internal Route 1,Border Closure,Food/Agriculture,Moderate,13899634,365,5000,0,5.0,Mixed All Ages,85438,25766,44632,Multiple,Predominantly Male,Evacuated,Long-term >6mo,UNRWA Shelter,Overcrowded,Medical Care,High Priority <72h,Full Access,No Water Access,0,18478,200,15441754,Hospital,Healthcare,Critical Life-Support,Government,Destroyed 95-100%,Equipment Destruction,Fully Collapsed/Demolished,Beyond Repair/Replacement,Healthcare,Low <40%,Partial Backup,100-1000,9712946,509,100,731,Local NGO,Multi-Sector,Small Local,Scaling Up,Resolution Vote,UN General Assembly,Arab League,Pro-Country D/Country E,Regional Coverage,Regional,Middle East Media,Factual/Neutral,2,5477293,1968008,7,5,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE14,2024-10-26,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Civilian Group 1506,Unknown,Civilians,External/Other forces-Civilians,Country E,Region7,City63,33.2088,35.2994,0,10,October,4,24-Oct,Saturday,43,1,Country E Escalation 2024,Town,Suburban,High,Active Combat Zone,97,Low,Military Group 3465,State Military,Independent,State Actor,Civilian Group 1506,Civilians,Independent,Civilians,Trade,Tertiary,Major >20%,Small <1k,Workshop,Small 5-50,Corporate,125,Internal Route 1,Border Closure,Food/Agriculture,Moderate,43076624,365,5000,0,5.0,Adults 19-60,44662,16973,20157,Multiple,Balanced,Internally Displaced-IDP,Medium-term 1-6mo,Relatives Home,Critical/Dire,Clean Water,Urgent <24h,Medical Evac Required,Unsafe Water Only,0,12356,200,8479184,Hospital,Healthcare,Critical Life-Support,Government,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Healthcare,Full 90-100%,Partial Backup,1000-5000,187471376,200,86,4139,UN Agency,Emergency Medical,Large Global,Deployed for Event,Investigation Launched,UN Security Council,Individual Nation,Ceasefire Call,Regional Coverage,Regional,Social Media,Humanitarian Focus,4,944787,510695,25,4,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Airstrike/Bombs,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryE15,2024-06-08,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region1,City35,33.1085,35.3796,0,6,June,2,24-Jun,Saturday,23,1,Major Conflict 2023-2024,Town,Suburban,High,Active Combat Zone,97,Medium,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Services,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Country E-Country A,Checkpoint Closure,Construction Materials,Severe,46961152,365,5000,0,5.0,Mixed All Ages,39411,16951,20085,Refugees,Predominantly Female,Internally Displaced-IDP,Long-term >6mo,UNRWA Shelter,Overcrowded,Food,Urgent <24h,Partial Access,No Water Access,0,32490,200,17185940,Residential,Residential,Non-Critical,Community,Severe 50-75%,Multiple Types,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,Full 90-100%,No Backup,5000-20000,210755341,86,62,11515,Local NGO,Emergency Medical,Large Global,Pre-existing,Resolution Vote,UN General Assembly,UN,Pro-Country D/Country E,International Mainstream,Global Limited,Global Mixed,Sympathetic to Victims,0,0,0,0,7,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,Airstrike/Bombs,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE16,2024-07-07,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region7,City66,33.1181,35.1397,0,7,July,3,24-Jul,Sunday,27,0,Major Conflict 2023-2024,Town,Suburban,High,Active Combat Zone,100,Low,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Agriculture,Primary,Medium 5-20%,Medium 1k-10k,Office,Medium 50-250,Corporate,167,Internal Route 1,Border Closure,Food/Agriculture,Moderate,14018028,365,4638,1000,5.0,Adults 19-60,61418,20715,28243,Multiple,Predominantly Female,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Critical/Dire,Food,High Priority <72h,No Access,Unsafe Water Only,0,25624,108,17357874,Residential,Residential,Non-Critical,Community,Major 75-95%,Shelling Damage,Partially Collapsed,Reconstruction >6mo,Multiple Services,Partial 40-70%,Yes Full Backup,5000-20000,151989494,101,93,9799,Intl NGO,Protection/Rights,Medium Regional,Deployed for Event,Condemnation,UN Security Council,Individual Nation,Pro-Country D/Country E,Social Media Viral,Global Widespread,Western Media,Geopolitical Analysis,3,5826365,3215022,25,8,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryE17,2024-09-25,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3465,Unknown,External/Other forces,Actor 2608,Unknown,Political militia,Political militia-External/Other forces,Country E,Region1,City60,33.3618,35.4987,0,9,September,3,24-Sep,Wednesday,39,0,Major Conflict 2023-2024,Town,Suburban,Medium,Active Combat Zone,101,Medium,Military Group 3465,State Military,Independent,State Actor,Actor 2608,Armed Group,Political Org 1,Non-State Armed Group,Public Sector,Tertiary,Medium 5-20%,Large >10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,40861314,365,5000,0,5.0,Children 0-12,60590,24677,30745,Refugees,Balanced,Refugee External,Short-term <1mo,UNRWA Shelter,Minimal Services,Food,Moderate <7d,No Access,Intermittent,0,33138,200,2696568,School,Education,High Priority,Government,Severe 50-75%,Shelling Damage,Unsafe-Evacuated,Reconstruction >6mo,Education,Full 90-100%,No Backup,100-1000,164015724,145,54,756,Intl NGO,Multi-Sector,Large Global,Deployed for Event,Investigation Launched,Bilateral Country,UN,Pro-Country D/Country E,Regional Coverage,Regional,Global Mixed,Humanitarian Focus,4,481446,192672,31,3,International Armed Conflict,Asymmetric State vs Non-State,Skirmish,Geneva Conventions Apply,Military Personnel,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
